status,reason,overlap_pct,municipality,district,county,fgb_area
missing,no_key_match,,Braintree,Flood Hazard,Orange,0.00021878089297099385
missing,no_key_match,,Braintree,Rural District I,Orange,0.005934225889044542
missing,no_key_match,,Braintree,Village District,Orange,0.0001947392801297796
missing,no_key_match,,Braintree,Conservation District,Orange,0.003008862888061706
missing,no_key_match,,Rochester,Commercial-Agricultural District,Windsor,0.000410902849853551
missing,no_key_match,,Rochester,Conservation-Residential District,Windsor,0.015518773993550039
missing,no_key_match,,Warren,Alpine Village Residential,Washington,0.00012870863091420188
missing,no_key_match,,Warren,Sugarbush Village Residential,Washington,6.239175585635578e-05
missing,no_key_match,,Warren,Sugarbush Village Commercial,Washington,5.283912719059343e-05
missing,no_key_match,,Warren,Vacation Residential,Washington,0.00025116929448888004
missing,no_key_match,,Warren,German Flats Commercial,Washington,2.2957594042235924e-06
missing,no_key_match,,Warren,Access Road Commercial,Washington,2.1385873022127724e-05
missing,no_key_match,,Warren,Bobbin Mill Commercial,Washington,9.536974693224352e-06
missing,no_key_match,,Warren,Rural Residential,Washington,0.00591003319388581
missing,no_key_match,,Warren,Flood Hazard Overlay District,Washington,6.680896189326513e-05
missing,no_key_match,,Warren,Warren Village Historic Residential,Washington,9.71790364102063e-05
missing,no_key_match,,Warren,Forest Reserve,Washington,0.005093120573213034
missing,no_key_match,,Warren,Warren Village Commercial,Washington,3.902830176107697e-06
missing,no_key_match,,Warren,Meadowland Overlay District,Washington,0.0008629626302291734
missing,no_key_match,,Warren,Airport Commercial,Washington,5.3228041833626074e-05
missing,no_key_match,,Moretown,Preserve District,Washington,0.006313606924475134
missing,no_key_match,,Moretown,Agricultural-Residential District,Washington,0.0051165604149892826
missing,no_key_match,,Moretown,Flood Hazard Area Overlay District,Washington,0.000555312391810377
missing,no_key_match,,Moretown,Village District,Washington,4.70717018622576e-05
missing,no_key_match,,Duxbury,Rural-Residential-Agricultural I,Washington,0.001514911018668835
missing,no_key_match,,Duxbury,Forest-Residential-Recreation,Washington,0.003782991296068013
missing,no_key_match,,Fayston,Industrial District,Washington,8.657223901858942e-06
missing,no_key_match,,Waitsfield,Industrial District,Washington,2.9315206643333443e-05
missing,no_key_match,,Waitsfield,Flood Hazard Area Overlay District,Washington,0.0003457384925896976
missing,no_key_match,,Waitsfield,Agricultural-Residential District,Washington,0.005209850661496262
missing,no_key_match,,Waitsfield,Fluvial Erosion Hazard Area Overlay District,Washington,0.00024127862335915001
missing,no_key_match,,Waitsfield,Forest Reserve District,Washington,0.002153362843186008
missing,no_key_match,,Waitsfield,Limited Business District,Washington,2.2120884268755727e-05
missing,no_key_match,,Waitsfield,Adaptive Redevelopment Overlay District,Washington,0.0002529268543716869
missing,no_key_match,,Waitsfield,Irasville Village District,Washington,8.69437145959918e-05
missing,no_key_match,,Fayston,Irasville Commercial District,Washington,6.02601713089153e-06
missing,no_key_match,,Waitsfield,Village Residential District,Washington,5.200297260038281e-05
missing,no_key_match,,Waitsfield,Village Business District,Washington,3.374445971664084e-06
missing,no_key_match,,Waitsfield,Historic Waitsfield Village Overlay District,Washington,3.273456302297153e-05
missing,no_key_match,,Fayston,Rural Residential District,Washington,0.0054753131090924615
missing,no_key_match,,Fayston,Soil And Water Conservation District,Washington,0.00293173869622454
missing,no_key_match,,Fayston,Flood Hazard Overlay District,Washington,3.665237478050322e-05
missing,no_key_match,,Fayston,Recreation District,Washington,0.0007310437800708968
missing,no_key_match,,Fayston,Resort Development District,Washington,0.00015040996421870548
matched,overlap_100.0pct,100.0,Buels Gore,Ridgetop,Chittenden,2.1686753867948663e-05
missing,no_key_match,,Fayston,Forest Reserve District,Washington,0.001349820155295029
missing,no_key_match,,Huntington,Conservation District,Chittenden,9.971541040362141e-05
missing,no_key_match,,Duxbury,Forest Management And Wildlife Lands,Washington,0.005353085301391813
missing,no_key_match,,Duxbury,Ecological Reserve Lands,Washington,0.0014432993293557682
matched,overlap_100.0pct,100.0,Bolton,Flood Hazard Overlay I,Chittenden,1.5595055072910522e-05
matched,overlap_100.0pct,100.0,Bolton,Flood Hazard Overlay Ii,Chittenden,0.00011410810868283263
matched,overlap_100.0pct,100.0,Bolton,Village,Chittenden,5.0346479141791146e-05
matched,overlap_100.0pct,100.0,Bolton,Rural Ii,Chittenden,0.0018746044452891584
matched,overlap_100.0pct,100.0,Bolton,Rural I,Chittenden,0.0011127038632498594
matched,overlap_100.0pct,100.0,Bolton,Resort Residential,Chittenden,0.0004884081832364096
matched,overlap_100.0pct,100.0,Bolton,Resort Mixed Use,Chittenden,8.252744243356715e-05
matched,overlap_100.0pct,100.0,Bolton,Conservation,Chittenden,0.007506710566866393
matched,overlap_100.0pct,100.0,Bolton,Forest,Chittenden,0.0012265010932829131
missing,no_key_match,,Duxbury,Rural-Residential-Agricultural Ii,Washington,0.00038391210453069983
missing,no_key_match,,Duxbury,Flood Hazard Overlay District,Washington,0.00020613129403316335
missing,no_key_match,,Duxbury,State Farm District,Washington,0.00021387063152613833
matched,overlap_100.0pct,100.0,Waterbury,Medium-Density Residential,Washington,0.0017352929933705623
matched,overlap_100.0pct,100.0,Waterbury,Recreation,Washington,0.00016356707567673293
matched,overlap_100.0pct,100.0,Waterbury,Village Commercial,Washington,3.247412436820525e-05
matched,overlap_100.0pct,100.0,Waterbury,Mill,Washington,2.818185949397241e-07
matched,overlap_100.0pct,100.0,Waterbury,Village Residential,Washington,4.016058937172369e-05
matched,overlap_100.0pct,100.0,Waterbury,Village Neighborhood Commercial,Washington,3.278878227403519e-06
matched,overlap_100.0pct,100.0,Waterbury,Downtown Overlay Mixed-Used Sub-District,Washington,2.8452749232895158e-05
matched,overlap_100.0pct,100.0,Waterbury,Downtown Commercial,Washington,1.067920295048351e-05
matched,overlap_100.0pct,100.0,Waterbury,Village Mixed Residential,Washington,5.231637266324427e-05
matched,overlap_100.0pct,100.0,Waterbury,Industrial,Washington,0.000130381048486401
missing,no_key_match,,Duxbury,Village,Washington,3.750067800484394e-05
missing,no_key_match,,Moretown,Commercial (Mixed-Use) District,Washington,0.00031237949075912935
matched,overlap_100.0pct,100.0,Waterbury,Low-Density Residential,Washington,0.0020263377554450525
matched,overlap_100.0pct,100.0,Waterbury,Town Mixed Residential,Washington,0.00012794491557236462
matched,overlap_100.0pct,100.0,Waterbury,Town Commercial,Washington,5.0592464638255814e-05
matched,overlap_100.0pct,100.0,Waterbury,Town Neighborhood Commercial,Washington,3.0495805622366976e-05
matched,overlap_100.0pct,100.0,Waterbury,Route 100,Washington,0.00048521255012462424
matched,overlap_100.0pct,100.0,Waterbury,Conservation,Washington,0.00436445243634487
missing,no_key_match,,Stowe Town,Moscow Commercial,Lamoille,4.9683432018261265e-05
missing,no_key_match,,Middlesex,Rural Residential,Washington,0.0035289732713347987
missing,no_key_match,,Middlesex,Flood Hazard Overlay District,Washington,0.0003795418198262035
missing,no_key_match,,Middlesex,Medium Density Residential,Washington,0.0004803241171207286
missing,no_key_match,,Middlesex,Conservation,Washington,0.007684271702229822
missing,no_key_match,,Middlesex,Mixed Use,Washington,4.6457249005794065e-05
missing,no_key_match,,Middlesex,Village,Washington,2.6318069521268687e-05
missing,no_key_match,,Middlesex,Industrial,Washington,0.00012851002649881733
matched,overlap_100.0pct,100.0,Northfield,Village District,Washington,2.8343582529081934e-05
missing,no_key_match,,Berlin,Hamlet District,Washington,3.322953510663291e-05
missing,no_key_match,,Berlin,Upland Conservation,Washington,0.0013107444193871723
missing,no_key_match,,Berlin,Shoreland Conservation,Washington,0.0010741112332098692
missing,no_key_match,,Berlin,Rural 218 District,Washington,0.0008110791272771497
missing,no_key_match,,Berlin,Rural 40 District,Washington,0.006280747173110289
missing,no_key_match,,Berlin,Industrial District,Washington,0.00010492608076857373
missing,no_key_match,,Berlin,Mixed Use District,Washington,0.00015471615425146536
missing,no_key_match,,Montpelier,Urban Center 2 District,Washington,6.006359823877922e-06
missing,no_key_match,,Montpelier,Urban Center 3 District,Washington,7.158837143393926e-06
missing,no_key_match,,Montpelier,Mixed Use Residential District,Washington,7.340976120099787e-05
missing,no_key_match,,Montpelier,Urban Center 1 District,Washington,3.868539066040718e-05
missing,no_key_match,,Montpelier,Western Gateway District,Washington,0.00019210604296239283
missing,no_key_match,,Montpelier,Municipal District,Washington,0.000127157380358213
missing,no_key_match,,Montpelier,Rural District,Washington,0.001301529563308244
missing,no_key_match,,Montpelier,Urban Residential District,Washington,1.6423988734297667e-05
missing,no_key_match,,Montpelier,Eastern Gateway District,Washington,0.00010397488366295331
missing,no_key_match,,Montpelier,Residential 3000 District,Washington,0.00010574072358424592
missing,no_key_match,,Montpelier,Residential 1500 District,Washington,1.6037545119925188e-05
missing,no_key_match,,Montpelier,Residential 9000 District,Washington,0.0008391132027944836
missing,no_key_match,,Montpelier,Residential 6000 District,Washington,0.00010392101134847412
missing,no_key_match,,Montpelier,Riverfront District,Washington,6.247537985862099e-05
missing,no_key_match,,Berlin,Town Center District,Washington,0.00017092014843069175
missing,no_key_match,,Berlin,Residential District,Washington,0.0003175695606789863
missing,no_key_match,,Berlin,Commercial District,Washington,0.00012318068132466907
missing,no_key_match,,Berlin,Light Industrial District,Washington,0.0003274690578937727
missing,no_key_match,,Barre City,Residential 4,Washington,0.000719853775908903
missing,no_key_match,,Barre City,Conservation,Washington,7.669954041800857e-05
missing,no_key_match,,Barre City,Historic Structure Overlay,Washington,2.470330126031152e-05
missing,no_key_match,,Barre City,Mixed Use 2,Washington,5.790480259461661e-06
missing,no_key_match,,Barre City,Mixed Use 1,Washington,3.394554301877117e-05
missing,no_key_match,,Barre City,Residential 16,Washington,1.5232473985798025e-05
missing,no_key_match,,Barre City,Urban Center 1,Washington,9.349772560893317e-06
missing,no_key_match,,Barre City,Adaptive Reuse Overlay,Washington,6.888473450585563e-06
missing,no_key_match,,Barre City,Design Review Overlay,Washington,7.029316470944697e-05
missing,no_key_match,,Barre City,Urban Center 2,Washington,2.34245438017115e-05
missing,no_key_match,,Barre City,Residential 8,Washington,2.3907788758176988e-05
missing,no_key_match,,Barre City,Residential 12,Washington,5.029820629371506e-05
missing,no_key_match,,Barre City,General Business,Washington,3.20491035851367e-05
missing,no_key_match,,Barre City,Industrial,Washington,4.898381222753947e-05
missing,no_key_match,,Barre City,Civic,Washington,9.51320256972197e-05
missing,no_key_match,,Barre City,Mixed Use 3,Washington,1.508013596445992e-05
missing,no_key_match,,Barre City,Urban Center 3,Washington,2.9383809977394184e-05
matched,overlap_100.0pct,100.0,Barre Town,Industrial,Washington,0.0005738875148674223
matched,overlap_100.0pct,100.0,Barre Town,Conservation,Washington,0.0004203353500243077
matched,overlap_100.0pct,100.0,Barre Town,High Density Residential,Washington,0.0011815890989364864
matched,overlap_100.0pct,100.0,Barre Town,Low Density Residential,Washington,0.00471321417404813
matched,overlap_100.0pct,100.0,Barre Town,Very High Density Residential,Washington,0.0002691788500136761
matched,overlap_100.0pct,100.0,Barre Town,Highway Commercial,Washington,0.00018192971843561783
matched,overlap_100.0pct,100.0,Barre Town,Medium Density Residential,Washington,0.0009834056310467263
matched,overlap_100.0pct,100.0,Barre Town,Office Building Retail,Washington,0.00010770272609269787
missing,no_key_match,,East Montpelier,Industrial District,Washington,0.00021099086194625283
missing,no_key_match,,East Montpelier,Village Residential Medium Density District,Washington,7.451479638357361e-05
missing,no_key_match,,East Montpelier,Village Mixed Use District,Washington,0.00015084518448090395
missing,no_key_match,,East Montpelier,Residential-Commercial District,Washington,0.0008221096814653719
missing,no_key_match,,East Montpelier,Village Residential District,Washington,0.0003564105071016072
missing,no_key_match,,East Montpelier,Rural Residential-Agricultural District,Washington,0.0035068116920724257
missing,no_key_match,,East Montpelier,Commercial District,Washington,0.0002737011830048267
missing,no_key_match,,Calais,Rural Residential District,Washington,0.009621506799327386
missing,no_key_match,,Calais,Flood Hazard Area Overlay District,Washington,0.0007566756884559419
missing,no_key_match,,Calais,Shoreland Overlay District,Washington,0.0006222978384369958
missing,no_key_match,,Calais,Village District,Washington,0.0003151176742360114
missing,no_key_match,,Calais,Resource Recreation District,Washington,0.001850187310902856
missing,no_key_match,,Calais,Kents Corner-Old West Church Overlay District,Washington,0.00024305994121025357
missing,no_key_match,,East Montpelier,Agricultural-Forest Conservation District,Washington,0.003951386669815997
missing,no_key_match,,Middlesex,Putnamville,Washington,1.7617940264712642e-05
missing,no_key_match,,Calais,Highland Overlay District,Washington,0.0012939695229074429
low_overlap,overlap_77.2pct,77.22,Elmore,Undeveloped Shoreline,Lamoille,0.00012352991631003638
matched,overlap_99.9pct,99.92,Elmore,Remote Area,Lamoille,0.003578332882230835
matched,overlap_98.7pct,98.69,Elmore,Rural East,Lamoille,0.007431982275108326
matched,overlap_99.3pct,99.34,Elmore,Flood Hazard,Lamoille,0.0001256270277681883
matched,overlap_100.0pct,100.0,Wolcott,Route 15 Corridor,Lamoille,0.0005063591337002985
matched,overlap_100.0pct,100.0,Wolcott,Village Gateway District,Lamoille,2.0823138139857175e-05
matched,overlap_100.0pct,100.0,Wolcott,Village Core District,Lamoille,1.6009091307230862e-05
matched,overlap_100.0pct,100.0,Wolcott,Village School Street,Lamoille,2.0593961289608953e-05
matched,overlap_100.0pct,100.0,Wolcott,Rural District,Lamoille,0.011019617031509858
matched,overlap_99.7pct,99.66,Elmore,Developed Shoreline,Lamoille,8.368095580652372e-05
matched,overlap_99.5pct,99.52,Elmore,Village,Lamoille,2.5523035642126474e-05
matched,overlap_100.0pct,99.96,Elmore,Forest Reserve,Lamoille,0.0034728029434041726
matched,overlap_99.9pct,99.9,Elmore,Rural West,Lamoille,0.0005541035238276707
missing,no_key_match,,Stowe Town,Agricultural And Rural Residential 1,Lamoille,5.961476344873573e-05
missing,no_key_match,,Stowe Town Stowe Village,Stowe Village Pud,Lamoille,4.4849522544249614e-05
missing,no_key_match,,Stowe Town,Stowe Historic Overlay,Lamoille,5.569423659104065e-05
missing,no_key_match,,Stowe Town Stowe Village,Village Residential 20,Lamoille,2.7705785732579213e-05
missing,no_key_match,,Stowe Town Stowe Village,Fluvial Erosion Hazard Overlay,Lamoille,5.001583473454549e-06
missing,no_key_match,,Stowe Town Stowe Village,Ridgeline And Hillside Overlay,Lamoille,3.238516280166955e-05
missing,no_key_match,,Stowe Town Stowe Village,Village Residential 40,Lamoille,0.00010636684894198667
missing,no_key_match,,Stowe Town Stowe Village,Stowe Historic Overlay,Lamoille,0.0001017096542261503
missing,no_key_match,,Stowe Town Stowe Village,Village Commercial 10,Lamoille,3.2873019853064615e-05
missing,no_key_match,,Stowe Town,Agricultural And Rural Residential 3,Lamoille,0.00116268695593216
missing,no_key_match,,Stowe Town Stowe Village,Village Commercial 30,Lamoille,1.642750499678198e-05
missing,no_key_match,,Stowe Town,West Branch Community Service,Lamoille,2.7927759195092164e-05
missing,no_key_match,,Morristown,Rural Residential Agricultural,Lamoille,0.014229004433251063
missing,no_key_match,,Morristown,Mixed Office Residential,Lamoille,3.70052100970517e-05
missing,no_key_match,,Morristown,Industrial,Lamoille,0.0003101913801160051
missing,no_key_match,,Morristown,Hospital,Lamoille,3.913458160630917e-05
missing,no_key_match,,Morristown,Medium Density Residential,Lamoille,0.00021572416188560663
missing,no_key_match,,Morristown,High Density Residential,Lamoille,4.879607392060452e-05
missing,no_key_match,,Morristown,Central Business,Lamoille,3.895837869976561e-05
missing,no_key_match,,Morristown,Low Density Residential,Lamoille,0.0003327773149465625
missing,no_key_match,,Morristown,Commercial,Lamoille,8.62858312048768e-05
matched,overlap_99.9pct,99.88,Hyde Park Town,Wellhead Protection Area Overlay,Lamoille,0.0004755305899172247
matched,overlap_99.6pct,99.64,Hyde Park Town,Rural Residential 2,Lamoille,0.004602281975568389
missing,no_key_match,,Hyde Park Town Hyde Park Village,Village Gateway Commercial,Lamoille,1.688525648281954e-05
missing,no_key_match,,Hyde Park Town Hyde Park Village,Village Gateway Rural,Lamoille,0.0002259142479761523
missing,no_key_match,,Hyde Park Town Hyde Park Village,Service Area Overlay,Lamoille,4.960630619465479e-06
missing,no_key_match,,Hyde Park Town Hyde Park Village,Flood Hazard Area Overlay,Lamoille,1.1101979531474832e-05
missing,no_key_match,,Hyde Park Town Hyde Park Village,Village Residential,Lamoille,6.634486842225644e-05
missing,no_key_match,,Hyde Park Town Hyde Park Village,Village Center,Lamoille,3.380532310996536e-05
matched,overlap_99.8pct,99.85,Hyde Park Town,Vfw Business Park,Lamoille,1.5518629548842723e-05
matched,overlap_99.8pct,99.77,Hyde Park Town,North Hyde Park Industrial,Lamoille,5.999835395874715e-05
matched,overlap_99.9pct,99.92,Hyde Park Town,North Hyde Park Village,Lamoille,0.00016584181004025816
matched,overlap_99.8pct,99.84,Hyde Park Town,North Hyde Park Village Core,Lamoille,1.538953678822499e-05
matched,overlap_99.4pct,99.42,Hyde Park Town,Core Forest And Wildlife Habitat Overlay,Lamoille,0.006977715656041723
matched,overlap_99.5pct,99.49,Hyde Park Town,Flood Hazard Area Overlay,Lamoille,0.0008134038774055995
matched,overlap_100.0pct,100.0,Hyde Park Town,Green River Reservoir Viewshed Overlay,Lamoille,0.004018411017918716
matched,overlap_100.0pct,99.96,Hyde Park Town,Shoreland,Lamoille,0.0006108565127518455
matched,overlap_99.9pct,99.93,Hyde Park Town,Conservation 27 Ac,Lamoille,0.0011601525009188127
matched,overlap_100.0pct,99.96,Hyde Park Town,Conservation 10 Ac,Lamoille,0.001027072758412779
matched,overlap_100.0pct,99.97,Hyde Park Town,Rural Residential 5,Lamoille,0.0034917421616032602
matched,overlap_100.0pct,100.0,Wolcott,North Wolcott Village,Lamoille,6.38678498238889e-05
missing,no_key_match,,Lowell,Conservation-Mountain,Orleans,0.004250787462485675
missing,no_key_match,,Lowell,Industrial,Orleans,0.00022789709301860992
missing,no_key_match,,Lowell,Village,Orleans,0.0001935355688393855
missing,no_key_match,,Westfield,Recreational Residential,Orleans,0.0005400638448516478
missing,no_key_match,,Westfield,Rural Residential,Orleans,0.01120193124033209
missing,no_key_match,,Jay,Recreation District,Orleans,0.0010797260631705203
missing,no_key_match,,Jay,High Density District,Orleans,0.0001993573244244959
missing,no_key_match,,Jay,Conservation - Recreation District,Orleans,0.0001277753614890877
missing,no_key_match,,Jay,Rural District I,Orleans,0.008626253581620554
missing,no_key_match,,Jay,Rural District Ii,Orleans,0.000647898859711026
matched,overlap_99.4pct,99.43,Montgomery,Village Ii,Franklin,0.00020197243474064078
matched,overlap_98.8pct,98.81,Montgomery,Village I,Franklin,4.876910782279903e-05
matched,overlap_100.0pct,99.98,Richford,Water Supply Protection,Franklin,0.0013275757680820972
matched,overlap_99.8pct,99.82,Richford,Rural Residential,Franklin,0.0006987344307893331
matched,overlap_99.5pct,99.49,Richford,Agricultural,Franklin,0.005602426176880181
matched,overlap_99.9pct,99.9,Richford,Forest/Conservation,Franklin,0.004518930685486764
matched,overlap_98.4pct,98.39,Richford,Flood Hazard Overlay,Franklin,0.0004177945537187394
matched,overlap_99.5pct,99.53,Richford,Commercial/Industrial,Franklin,3.593242469112982e-05
matched,overlap_98.4pct,98.36,Richford,Education,Franklin,2.462557231334872e-05
matched,overlap_99.6pct,99.57,Richford,Recreation/Conservation,Franklin,5.439923696214258e-05
matched,overlap_98.8pct,98.76,Richford,Mixed Use,Franklin,1.167698180645684e-05
matched,overlap_99.5pct,99.54,Richford,Village Residential,Franklin,0.0001663904145713941
matched,overlap_97.0pct,96.95,Montgomery,Special Hazard Overlay,Franklin,0.00021731599906172402
matched,overlap_100.0pct,100.0,Enosburgh,Conservation,Franklin,0.0008163837026100386
matched,overlap_100.0pct,99.99,Montgomery,Conservation Ii,Franklin,0.004453730792773981
matched,overlap_97.3pct,97.27,Montgomery,Conservation I,Franklin,0.006346792069665197
matched,overlap_100.0pct,99.96,Montgomery,Rural Residential,Franklin,0.005570505338958712
matched,overlap_98.2pct,98.23,Montgomery,River Corridor,Franklin,0.00033350935402740197
matched,overlap_100.0pct,99.95,Bakersfield,Conservation,Franklin,0.004732835486868057
matched,overlap_99.4pct,99.43,Bakersfield,Aquifer Overlay,Franklin,3.762411128848116e-05
matched,overlap_99.6pct,99.62,Bakersfield,Village Center,Franklin,3.902627319637035e-05
matched,overlap_99.9pct,99.9,Bakersfield,High Density Residential,Franklin,0.00029332468783444877
matched,overlap_100.0pct,99.98,Bakersfield,Rural,Franklin,0.00735091250740755
matched,overlap_99.4pct,99.42,Bakersfield,Flood Hazard Overlay,Franklin,0.0006143885615294769
matched,overlap_100.0pct,100.0,Enosburgh,Natural Resource Overlay,Franklin,0.0013883554511420525
matched,overlap_100.0pct,100.0,Enosburgh,Agricultural,Franklin,0.003459272015591118
matched,overlap_100.0pct,100.0,Enosburgh,Wetland Overlay,Franklin,0.001063904907731153
matched,overlap_100.0pct,100.0,Enosburgh,Rural Residential,Franklin,0.008744033312878312
matched,overlap_100.0pct,100.0,Enosburgh,Groundwater Source Protection Area,Franklin,9.158139587184715e-05
matched,overlap_100.0pct,100.0,Berkshire,Rural Lands District,Franklin,0.011825503804727657
matched,overlap_100.0pct,100.0,Berkshire,Extended Village District,Franklin,0.00010264905827778619
matched,overlap_100.0pct,100.0,Berkshire,Flood Hazard Area Overlay District,Franklin,0.000928709127687621
missing,no_key_match,,Enosburgh Enosburg Falls,Commercial,Franklin,3.6159177334680046e-05
missing,no_key_match,,Enosburgh Enosburg Falls,Flood Hazard Overlay,Franklin,4.0084318929478216e-05
missing,no_key_match,,Enosburgh Enosburg Falls,Recreation,Franklin,6.063536772117066e-05
missing,no_key_match,,Enosburgh Enosburg Falls,Industrial,Franklin,7.068544248945247e-05
matched,overlap_100.0pct,100.0,Berkshire,Wellhead Protection District,Franklin,9.66374024286963e-05
matched,overlap_100.0pct,100.0,Enosburgh,Flood Overlay,Franklin,0.0002999822436770729
missing,no_key_match,,Enosburgh Enosburg Falls,Conservation,Franklin,0.0002076806887963215
missing,no_key_match,,Enosburgh Enosburg Falls,Low Density Residential,Franklin,0.00032393931404705093
missing,no_key_match,,Enosburgh Enosburg Falls,Central Business,Franklin,1.8438374195264417e-05
missing,no_key_match,,Enosburgh Enosburg Falls,High Density Residential,Franklin,0.00010880479840595211
missing,no_key_match,,Enosburgh Enosburg Falls,Agricultural/Rural Residential,Franklin,0.00017366214015775846
matched,overlap_100.0pct,100.0,Franklin,Village,Franklin,0.0003011180692160617
matched,overlap_100.0pct,100.0,Franklin,Conservation,Franklin,0.001540686637077929
matched,overlap_100.0pct,100.0,Franklin,Shoreland/Recreation,Franklin,0.00025247714955618664
matched,overlap_100.0pct,100.0,Franklin,Rural Residential/Agricultural,Franklin,0.00907917711151096
matched,overlap_100.0pct,100.0,Franklin,Flood Hazard Overlay,Franklin,0.0016661131827317866
matched,overlap_97.7pct,97.75,Sheldon,Rural Lands 1,Franklin,0.004119079820808439
matched,overlap_99.7pct,99.73,Sheldon,Rural Lands 2,Franklin,0.006809717108243247
matched,overlap_100.0pct,100.0,Fairfield,Chester a Arthur Overlay,Franklin,0.0006107828031470767
matched,overlap_100.0pct,100.0,Fairfield,Village,Franklin,0.00035310019711823516
matched,overlap_100.0pct,100.0,Fairfield,Uplands,Franklin,0.0049625240408960915
matched,overlap_99.7pct,99.75,Fletcher,Conservation,Franklin,0.0034353437766485293
matched,overlap_90.9pct,90.94,Fletcher,Shoreland-Recreation,Franklin,0.00011818428957575009
matched,overlap_99.1pct,99.08,Fletcher,Flood Hazard Overlay,Franklin,0.0004181518117353667
matched,overlap_95.6pct,95.58,Fletcher,Rural Residential/Agricultural,Franklin,0.006151104651390189
matched,overlap_99.7pct,99.67,Fletcher,Village,Franklin,0.00032637612454307303
matched,overlap_99.9pct,99.94,Fletcher,Forest,Franklin,0.001803859864359606
missing,no_key_match,,Stowe Town,Upper Mountain Road,Lamoille,0.00020931943342256752
missing,no_key_match,,Stowe Town,Mountain Road Crossroads,Lamoille,1.4322950822533195e-05
missing,no_key_match,,Stowe Town,Meadowland Overlay,Lamoille,9.630348276316796e-05
missing,no_key_match,,Stowe Town,Agricultural And Rural Residential 5,Lamoille,0.009983983209236493
missing,no_key_match,,Stowe Town,Fluvial Erosion Hazard,Lamoille,8.07629556866149e-05
missing,no_key_match,,Stowe Town,Forest Reserve,Lamoille,0.007480971862890517
missing,no_key_match,,Stowe Town,Mountain Road Village,Lamoille,5.307706936182306e-05
missing,no_key_match,,Stowe Town,Source Protection Overlay,Lamoille,0.0005326609106785483
missing,no_key_match,,Stowe Town,Highway Tourist,Lamoille,5.519766292300134e-05
missing,no_key_match,,Stowe Town,Agricultural And Rural Residential 2,Lamoille,0.002197896516112135
missing,no_key_match,,Stowe Town,Lower Village Commercial,Lamoille,1.6921415179513347e-05
missing,no_key_match,,Stowe Town,Ridgeline And Hillside Overlay,Lamoille,0.010590547344379253
matched,overlap_99.6pct,99.59,Underhill,Mt Mansfield Scenic Preservation District,Chittenden,0.000928446215931551
matched,overlap_99.7pct,99.75,Underhill,Soil And Water Conservation District,Chittenden,0.00541176901663991
matched,overlap_98.2pct,98.18,Underhill,Rural Residential District,Chittenden,0.004893307233513233
low_overlap,overlap_0.0pct,0.0,Underhill,Floor Hazard Overlay District,Chittenden,0.0003250097434921372
matched,overlap_99.7pct,99.7,Underhill,Water Conservation District,Chittenden,0.001104334877471816
matched,overlap_99.6pct,99.56,Underhill,Underhill Center Village District,Chittenden,5.207284729045067e-05
matched,overlap_99.9pct,99.94,Jericho,Forestry District,Chittenden,0.0014666778957137534
matched,overlap_99.5pct,99.47,Jericho,Open Space District,Chittenden,0.0024264469869460592
matched,overlap_99.8pct,99.79,Jericho,Wellhead Protection Area Overlay,Chittenden,0.00043949238196149985
matched,overlap_99.6pct,99.64,Jericho,Low Density Residential District,Chittenden,0.0012169729191115841
matched,overlap_99.6pct,99.58,Jericho,Village Center District,Chittenden,0.0003848050543508621
matched,overlap_99.5pct,99.53,Jericho,Village District,Chittenden,0.0004980218403804168
matched,overlap_99.6pct,99.58,Jericho,Commercial District,Chittenden,6.241265115051499e-05
matched,overlap_99.6pct,99.56,Jericho,Rural/Agriculture Residential District,Chittenden,0.0036592597761857188
matched,overlap_98.1pct,98.1,Jericho,Wetlands Overlay,Chittenden,0.0005594217029507615
matched,overlap_99.2pct,99.21,Jericho,Natural Resources Overlay,Chittenden,0.00457591881792594
matched,overlap_98.8pct,98.78,Jericho,River Overlay,Chittenden,0.0011270170915006503
matched,overlap_99.5pct,99.48,Jericho,Riverside Character District 3,Chittenden,2.666063061612209e-05
matched,overlap_99.5pct,99.46,Jericho,Riverside Character District 4,Chittenden,1.5066591388808166e-05
matched,overlap_99.6pct,99.57,Underhill,Underhill Flats Village Center District,Chittenden,0.00010488425299535886
matched,overlap_100.0pct,100.0,Jericho,Riverside Civil Zone,Chittenden,2.214878219887102e-07
matched,overlap_99.3pct,99.26,Essex,Conservation,Chittenden,0.0023481751451572856
matched,overlap_99.3pct,99.29,Essex,Resource Preservation District - Industrial,Chittenden,0.0002987224036658727
matched,overlap_99.5pct,99.51,Williston,Residential Zoning District,Chittenden,0.0009372042142849707
matched,overlap_99.7pct,99.69,Williston,Industrial East Zoning District,Chittenden,0.0003233079048494755
matched,overlap_99.7pct,99.66,Essex,Center,Chittenden,5.932960702353679e-05
matched,overlap_99.4pct,99.37,Essex,Residential - Business,Chittenden,5.5516771995781395e-06
matched,overlap_99.2pct,99.17,Essex,High Density Residential,Chittenden,4.700432631926964e-06
matched,overlap_99.6pct,99.56,Essex,Mixed Use - Planned Unit Development,Chittenden,0.0001862665234557354
matched,overlap_99.6pct,99.57,Essex,Industrial,Chittenden,0.000412684659901261
matched,overlap_98.8pct,98.75,Essex,Medium Density Residential,Chittenden,0.001090261424691781
matched,overlap_99.3pct,99.33,Essex,Mixed Use Commercial,Chittenden,9.626718948619143e-06
